creator,segment,video_title,upload_date,duration_min,views,likes,comments,subscriber_proxy,creator_consistency_trait,base_interval_days,upload_interval_days,engagement_rate,views_per_minute,rolling_avg_views_3,rolling_avg_engagement_3,consistency_index,consistency_group
DataNook,education,DataNook Episode 21,2026-03-01,30.1,84249,5955,1039,168637,0.781,3.32,4.0,0.08301582214625693,2798.970099667774,175019.66666666666,0.08843295251720558,0.2937880253336255,High consistency
DataNook,education,DataNook Episode 22,2026-03-06,26.7,194048,15373,1988,168637,0.781,3.32,5.0,0.08946755441952507,7267.715355805243,147884.0,0.08731514767628211,0.2937880253336255,High consistency
DataNook,education,DataNook Episode 23,2026-03-16,21.6,120429,8939,1206,168637,0.781,3.32,10.0,0.08424050685466125,5575.416666666666,132908.66666666666,0.08557462780681442,0.2937880253336255,High consistency
DataNook,education,DataNook Episode 24,2026-03-17,22.8,87130,9109,1094,168637,0.781,3.32,1.0,0.1171008837369448,3821.491228070175,133869.0,0.09693631500371037,0.2937880253336255,High consistency
DataNook,education,DataNook Episode 25,2026-03-24,27.5,114301,11054,1218,168637,0.781,3.32,7.0,0.10736563984567064,4156.4,107286.66666666667,0.10290234347909222,0.2937880253336255,High consistency
DataNook,education,DataNook Episode 26,2026-03-25,35.2,100083,10154,1153,168637,0.781,3.32,1.0,0.11297622972932465,2843.267045454545,100504.66666666667,0.11248091777064671,0.2937880253336255,High consistency
DataNook,education,DataNook Episode 27,2026-03-29,19.2,214375,21280,1417,168637,0.781,3.32,4.0,0.10587521865889213,11165.364583333334,142919.66666666666,0.1087390294112958,0.2937880253336255,High consistency
DataNook,education,DataNook Episode 28,2026-04-03,34.9,84689,6381,970,168637,0.781,3.32,5.0,0.08679993859887353,2426.6189111747854,133049.0,0.10188379566236344,0.2937880253336255,High consistency
DataNook,education,DataNook Episode 29,2026-04-07,17.2,223471,21921,2598,168637,0.781,3.32,4.0,0.10971893444787019,12992.5,174178.33333333334,0.10079803056854529,0.2937880253336255,High consistency
DataNook,education,DataNook Episode 30,2026-04-10,32.6,154121,11902,1241,168637,0.781,3.32,3.0,0.08527715236729583,4727.638036809816,154093.66666666666,0.09393200847134651,0.2937880253336255,High consistency
DeepTalks,podcast,DeepTalks Episode 1,2025-07-26,33.9,125380,5003,1250,232735,0.809,8.32,,0.049872387940660394,3698.525073746313,125380.0,0.049872387940660394,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 2,2025-08-05,35.9,162017,8417,1705,232735,0.809,8.32,10.0,0.06247492547078393,4513.008356545961,143698.5,0.056173656705722164,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 3,2025-08-06,30.7,113803,4921,1103,232735,0.809,8.32,1.0,0.05293357820092616,3706.938110749186,133733.33333333334,0.05509363053745683,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 4,2025-08-20,35.1,80104,4250,784,232735,0.809,8.32,14.0,0.06284330370518326,2282.165242165242,118641.33333333333,0.05941726912563111,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 5,2025-08-27,31.4,191602,7478,1966,232735,0.809,8.32,7.0,0.049289673385455264,6101.974522292994,128503.0,0.05502218509718823,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 6,2025-09-07,37.2,95902,4583,958,232735,0.809,8.32,11.0,0.057777731434172384,2578.010752688172,122536.0,0.05663690284160364,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 7,2025-09-28,31.0,158164,8737,1489,232735,0.809,8.32,21.0,0.0646544093472598,5102.064516129032,148556.0,0.057240604722295814,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 8,2025-10-06,30.3,156652,6790,1171,232735,0.809,8.32,8.0,0.050819651201389066,5170.03300330033,136906.0,0.05775059732760709,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 9,2025-10-12,24.2,142888,9230,916,232735,0.809,8.32,6.0,0.07100666256088685,5904.462809917355,152568.0,0.06216024103651191,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 10,2025-10-13,40.6,151984,7768,1361,232735,0.809,8.32,1.0,0.060065533214022526,3743.448275862069,150508.0,0.06063061565876615,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 11,2025-10-14,33.6,166846,10652,1583,232735,0.809,8.32,1.0,0.0733310957409827,4965.6547619047615,153906.0,0.06813443050529737,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 12,2025-10-15,36.7,96215,5124,859,232735,0.809,8.32,1.0,0.062183651197838176,2621.6621253405992,138348.33333333334,0.06519342671761448,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 13,2025-10-20,41.1,207825,13287,1676,232735,0.809,8.32,5.0,0.07199807530374112,5056.569343065693,156962.0,0.06917094074752066,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 14,2025-11-06,30.5,90264,5934,922,232735,0.809,8.32,17.0,0.07595497651333866,2959.4754098360654,131434.66666666666,0.07004556767163932,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 15,2025-11-12,33.4,163535,7824,958,232735,0.809,8.32,6.0,0.0537010425902712,4896.257485029941,153874.66666666666,0.06721803146911699,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 16,2025-11-27,38.6,122431,7368,683,232735,0.809,8.32,15.0,0.06575948901830418,3171.7875647668393,125410.0,0.06513850270730469,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 17,2025-12-21,28.0,135071,8612,1011,232735,0.809,8.32,24.0,0.07124401240828897,4823.964285714285,140345.66666666666,0.06356818133895478,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 18,2025-12-31,24.8,131576,7656,1062,232735,0.809,8.32,10.0,0.06625828418556576,5305.4838709677415,129692.66666666667,0.06775392853738631,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 19,2026-01-05,31.8,252227,12221,2685,232735,0.809,8.32,5.0,0.059097558944918666,7931.666666666666,172958.0,0.06553328517959113,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 20,2026-01-16,25.6,133168,7110,1208,232735,0.809,8.32,11.0,0.06246245344226841,5201.875,172323.66666666666,0.06260609885758428,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 21,2026-01-21,31.8,93802,6201,783,232735,0.809,8.32,5.0,0.07445470245836976,2949.748427672956,159732.33333333334,0.06533823828185227,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 22,2026-01-26,27.6,165842,6252,1613,232735,0.809,8.32,5.0,0.047424657203844624,6008.768115942029,130937.33333333333,0.06144727103482759,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 23,2026-01-31,34.1,111265,4615,641,232735,0.809,8.32,5.0,0.047238574574214716,3262.9032258064517,123636.33333333333,0.056372644745476354,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 24,2026-02-11,32.4,150388,7957,891,232735,0.809,8.32,11.0,0.05883448147458574,4641.6049382716055,142498.33333333334,0.05116590441754836,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 25,2026-02-21,31.8,159970,7858,1245,232735,0.809,8.32,10.0,0.056904419578671,5030.503144654088,140541.0,0.05432582520915715,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 26,2026-03-10,40.6,153519,6201,1008,232735,0.809,8.32,17.0,0.04695835694604577,3781.256157635468,154625.66666666666,0.054232419333100836,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 27,2026-03-17,26.1,178948,8615,1020,232735,0.809,8.32,7.0,0.053842457026622256,6856.245210727969,164145.66666666666,0.052568411183779674,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 28,2026-03-26,29.2,108853,6262,1003,232735,0.809,8.32,9.0,0.06674138517082671,3727.8424657534247,147106.66666666666,0.05584739971449824,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 29,2026-03-30,36.7,85696,3327,857,232735,0.809,8.32,4.0,0.04882374906646751,2335.0408719346046,124499.0,0.056469197087972156,0.14556708209428668,High consistency
DeepTalks,podcast,DeepTalks Episode 30,2026-04-10,27.5,110487,6143,760,232735,0.809,8.32,11.0,0.06247793858100953,4017.7090909090907,101678.66666666667,0.05934769093943459,0.14556708209428668,High consistency
InsightLab,education,InsightLab Episode 1,2025-08-02,10.6,192988,6159,1296,272278,0.625,9.66,,0.03862934482973034,18206.415094339623,192988.0,0.03862934482973034,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 2,2025-08-09,4.0,228342,11357,1475,272278,0.625,9.66,7.0,0.05619640714367046,57085.5,210665.0,0.0474128759867004,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 3,2025-08-19,13.3,116346,3744,414,272278,0.625,9.66,10.0,0.035738229075344234,8747.81954887218,179225.33333333334,0.04352132701624834,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 4,2025-08-22,10.4,149549,5493,648,272278,0.625,9.66,3.0,0.04106346414887428,14379.711538461537,164745.66666666666,0.04433270012262966,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 5,2025-08-30,7.3,150390,6070,585,272278,0.625,9.66,8.0,0.04425161247423366,20601.3698630137,138761.66666666666,0.040351101899484064,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 6,2025-08-31,14.9,227372,6664,1540,272278,0.625,9.66,1.0,0.03608183945252714,15259.86577181208,175770.33333333334,0.04046563869187836,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 7,2025-09-02,6.2,98396,4353,580,272278,0.625,9.66,2.0,0.050134151794788404,15870.322580645161,158719.33333333334,0.0434892012405164,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 8,2025-09-15,12.6,237834,6968,1101,272278,0.625,9.66,13.0,0.03392702473153544,18875.714285714286,187867.33333333334,0.040047671992950326,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 9,2025-10-06,4.0,105898,3695,478,272278,0.625,9.66,21.0,0.03940584335870366,26474.5,147376.0,0.04115567329500917,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 10,2025-10-09,15.1,226986,9671,1460,272278,0.625,9.66,3.0,0.049038266677240004,15032.185430463576,190239.33333333334,0.04079037825582637,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 11,2025-10-13,4.4,228142,10384,1214,272278,0.625,9.66,4.0,0.050836759562027156,51850.454545454544,187008.66666666666,0.04642695653265694,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 12,2025-10-24,9.2,250129,9808,1299,272278,0.625,9.66,11.0,0.044405086975120835,27187.934782608696,235085.66666666666,0.048093371071462665,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 13,2025-11-07,7.6,125111,3539,698,272278,0.625,9.66,14.0,0.03386592705677358,16461.973684210527,201127.33333333334,0.04303592453130719,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 14,2025-12-17,9.3,123386,4881,802,272278,0.625,9.66,40.0,0.046058710064350895,13267.311827956988,166208.66666666666,0.0414432413654151,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 15,2026-01-03,6.9,239125,7880,878,272278,0.625,9.66,17.0,0.036625196027182436,34655.79710144927,162540.66666666666,0.038849944382768974,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 16,2026-01-05,4.0,156658,4912,1031,272278,0.625,9.66,2.0,0.03793614114823373,39164.5,173056.33333333334,0.040206682413255694,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 17,2026-01-06,12.1,260453,12119,1054,272278,0.625,9.66,1.0,0.050577263460202034,21525.04132231405,218745.33333333334,0.0417128668785394,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 18,2026-01-07,15.4,266233,10726,1641,272278,0.625,9.66,1.0,0.04645179222710934,17287.85714285714,227781.33333333334,0.044988398945181696,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 19,2026-01-08,8.0,302188,14163,1917,272278,0.625,9.66,1.0,0.05321190781897362,37773.5,276291.3333333333,0.05008032116876166,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 20,2026-01-13,12.9,112356,4450,543,272278,0.625,9.66,5.0,0.04443910427569511,8709.767441860466,226925.66666666666,0.04803426810725936,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 21,2026-01-14,7.6,169877,8463,766,272278,0.625,9.66,1.0,0.05432754286925246,22352.236842105263,194807.0,0.05065951832130707,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 22,2026-02-02,8.1,203395,8980,945,272278,0.625,9.66,19.0,0.048796676417807716,25110.493827160495,161876.0,0.04918777452091844,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 23,2026-02-23,9.5,161099,5522,569,272278,0.625,9.66,21.0,0.037809049094035346,16957.78947368421,178123.66666666666,0.046977756127031846,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 24,2026-02-24,4.0,224896,8866,806,272278,0.625,9.66,1.0,0.0430065452475811,56224.0,196463.33333333334,0.04320409025314139,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 25,2026-02-25,12.0,156256,4839,793,272278,0.625,9.66,1.0,0.03604341593282818,13021.333333333334,180750.33333333334,0.03895300342481487,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 26,2026-02-28,8.3,305990,10179,1745,272278,0.625,9.66,3.0,0.03896859374489362,36866.26506024096,229047.33333333334,0.0393395183084343,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 27,2026-03-03,5.7,257599,9334,1434,272278,0.625,9.66,3.0,0.04180140450855788,45192.807017543855,239948.33333333334,0.03893780472875989,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 28,2026-03-06,13.4,240685,9676,894,272278,0.625,9.66,3.0,0.04391632216382409,17961.567164179105,268091.3333333333,0.041562106805758524,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 29,2026-03-28,7.1,144878,4131,786,272278,0.625,9.66,22.0,0.033938900316128055,20405.352112676057,214387.33333333334,0.03988554232950334,0.0972537572497892,Low consistency
InsightLab,education,InsightLab Episode 30,2026-04-10,14.2,260998,7293,1345,272278,0.625,9.66,13.0,0.03309603905010766,18380.140845070422,215520.33333333334,0.03698375384335326,0.0972537572497892,Low consistency
LearnSphere,education,LearnSphere Episode 1,2025-07-17,7.4,69378,5138,461,110566,0.536,7.52,,0.08070281645478394,9375.405405405405,69378.0,0.08070281645478394,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 2,2025-08-03,12.4,101582,8195,1027,110566,0.536,7.52,17.0,0.0907838002795771,8192.096774193547,85480.0,0.08574330836718053,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 3,2025-08-04,17.8,74330,6703,593,110566,0.536,7.52,1.0,0.09815686802098748,4175.842696629214,81763.33333333333,0.08988116158511616,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 4,2025-08-23,14.4,50295,4914,344,110566,0.536,7.52,19.0,0.10454319514862312,3492.708333333333,75402.33333333333,0.09782795448306257,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 5,2025-09-08,11.9,51583,5621,539,110566,0.536,7.52,16.0,0.11941918849233274,4334.705882352941,58736.0,0.10737308388731444,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 6,2025-09-09,11.0,105139,8357,571,110566,0.536,7.52,1.0,0.0849161586090794,9558.09090909091,69005.66666666667,0.10295951408334508,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 7,2025-09-23,11.1,109714,11460,759,110566,0.536,7.52,14.0,0.11137138377964526,9884.144144144144,88812.0,0.10523557696035246,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 8,2025-09-24,15.4,69079,7209,486,110566,0.536,7.52,1.0,0.11139420084251364,4485.649350649351,94644.0,0.10256058107707944,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 9,2025-10-06,12.8,112129,10802,941,110566,0.536,7.52,12.0,0.10472759054303525,8760.078125,96974.0,0.10916439172173138,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 10,2025-11-02,5.5,41074,3785,437,110566,0.536,7.52,27.0,0.10279008618590836,7468.0,74094.0,0.10630395919048576,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 11,2025-11-03,12.0,106723,10528,968,110566,0.536,7.52,1.0,0.10771811137243144,8893.583333333334,86642.0,0.10507859603379167,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 12,2025-11-14,6.0,98391,7766,680,110566,0.536,7.52,11.0,0.08584118466119868,16398.5,82062.66666666667,0.09878312740651284,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 13,2025-11-24,14.3,113244,12182,915,110566,0.536,7.52,10.0,0.11565292642435802,7919.160839160839,106119.33333333333,0.10307074081932939,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 14,2025-11-25,14.3,81140,8246,716,110566,0.536,7.52,1.0,0.11045107222085285,5674.125874125873,97591.66666666667,0.10398172776880317,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 15,2025-12-06,16.5,115391,8980,848,110566,0.536,7.52,11.0,0.08517128718877555,6993.393939393939,103258.33333333333,0.10375842861132882,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 16,2025-12-16,15.0,54117,4884,299,110566,0.536,7.52,10.0,0.09577397121052535,3607.8,83549.33333333333,0.09713211020671791,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 17,2025-12-27,23.3,69171,6287,381,110566,0.536,7.52,11.0,0.09639877983548019,2968.7124463519312,79559.66666666667,0.09244801274492703,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 18,2026-01-09,4.0,48493,4989,352,110566,0.536,7.52,13.0,0.11013960777844226,12123.25,57260.333333333336,0.10077078627481593,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 19,2026-01-10,12.0,280900,18190,1580,110566,0.536,7.52,1.0,0.07038091847632609,23408.333333333332,132854.66666666666,0.09230643536341616,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 20,2026-01-11,6.3,87231,7702,763,110566,0.536,7.52,1.0,0.09704118948538937,13846.190476190477,138874.66666666666,0.09252057191338592,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 21,2026-01-27,4.0,105914,7874,815,110566,0.536,7.52,16.0,0.08203825745416092,26478.5,158015.0,0.08315345513862545,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 22,2026-02-06,12.6,55287,3408,580,110566,0.536,7.52,10.0,0.07213268942065947,4387.857142857143,82810.66666666667,0.0837373787867366,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 23,2026-02-15,14.2,84524,5858,522,110566,0.536,7.52,9.0,0.07548152004164498,5952.394366197183,81908.33333333333,0.07655082230548844,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 24,2026-02-16,16.0,67157,5960,615,110566,0.536,7.52,1.0,0.09790490939142606,4197.3125,68989.33333333333,0.08183970628457683,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 25,2026-03-09,5.4,113592,11189,944,110566,0.536,7.52,21.0,0.10681209944362278,21035.555555555555,88424.33333333333,0.0933995096255646,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 26,2026-03-19,16.3,102739,8429,685,110566,0.536,7.52,10.0,0.08871022688560333,6303.006134969325,94496.0,0.09780907857355071,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 27,2026-03-20,18.0,49190,3263,275,110566,0.536,7.52,1.0,0.07192518804635088,2732.777777777778,88507.0,0.08914917145852568,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 28,2026-04-05,8.2,50405,5271,459,110566,0.536,7.52,16.0,0.11367919849221307,6146.951219512196,67444.66666666667,0.09143820447472244,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 29,2026-04-09,7.1,93177,7904,584,110566,0.536,7.52,4.0,0.09109544200822091,13123.521126760565,64257.333333333336,0.09223327618226163,0.11989561948741302,Low consistency
LearnSphere,education,LearnSphere Episode 30,2026-04-10,11.4,85471,6919,738,110566,0.536,7.52,1.0,0.0895859414304267,7497.456140350877,76351.0,0.09812019397695355,0.11989561948741302,Low consistency
MindMosaic,podcast,MindMosaic Episode 1,2025-10-17,27.3,231615,13702,2470,269457,0.46,4.7,,0.06982276622843944,8484.065934065933,231615.0,0.06982276622843944,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 2,2025-10-18,31.0,272649,13961,3421,269457,0.46,4.7,1.0,0.06375229690921294,8795.129032258064,252132.0,0.06678753156882619,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 3,2025-10-28,22.9,132209,8133,1298,269457,0.46,4.7,10.0,0.0713340241587184,5773.318777292577,212157.66666666666,0.06830302909879025,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 4,2025-11-16,26.2,169094,7711,2131,269457,0.46,4.7,19.0,0.05820431239428957,6453.9694656488555,191317.33333333334,0.06443021115407364,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 5,2025-11-25,21.4,235627,11140,3349,269457,0.46,4.7,9.0,0.061491255246639814,11010.607476635514,178976.66666666666,0.0636765305998826,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 6,2025-11-26,19.3,194474,11496,3417,269457,0.46,4.7,1.0,0.07668377263798759,10076.373056994818,199731.66666666666,0.06545978009297232,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 7,2025-12-01,21.7,318736,12539,4327,269457,0.46,4.7,5.0,0.05291526529792681,14688.294930875576,249612.33333333334,0.06369676439418474,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 8,2025-12-02,29.5,217553,10546,3495,269457,0.46,4.7,1.0,0.06454059470565793,7374.677966101695,243587.66666666666,0.06471321088052412,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 9,2025-12-04,25.9,239805,12404,2712,269457,0.46,4.7,2.0,0.06303454890431809,9258.880308880309,258698.0,0.06016346963596761,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 10,2025-12-05,34.9,259599,16484,3991,269457,0.46,4.7,1.0,0.07887164434377636,7438.36676217765,238985.66666666666,0.06881559598458413,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 11,2025-12-14,29.1,172989,7030,3009,269457,0.46,4.7,9.0,0.05803259166767829,5944.639175257732,224131.0,0.06664626163859091,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 12,2026-01-03,18.2,101570,6944,1332,269457,0.46,4.7,20.0,0.08148075219060746,5580.769230769231,178052.66666666666,0.07279499606735404,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 13,2026-01-17,26.9,239670,14699,3928,269457,0.46,4.7,14.0,0.0777193641256728,8909.665427509293,171409.66666666666,0.07241090266131951,0.13492747102168393,Low consistency
MindMosaic,podcast,MindMosaic Episode 14,2026-01-19,19.4,236650,14208,3970,269457,0.46,4.7,2.0,0.07681386013099514,12198.453608247424,192630.0,0.07867132548242513,0.13492747102168393,Low consistency
